..\imagens_para_conversao\ScaredWizard: .word 16, 16
.byte 199,199,199,199,199,199,199,199,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,9,0,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,9,0,0,199,199,199,199,199,
199,199,199,199,199,199,0,9,9,9,0,199,199,199,199,199,
199,199,199,199,199,199,0,9,9,9,0,0,0,0,0,199,
199,0,199,199,199,199,0,9,9,9,9,9,9,9,0,199,
0,11,0,199,0,0,9,9,9,9,9,9,9,0,199,199,
0,10,0,0,9,9,9,9,9,9,9,9,0,199,199,199,
0,10,0,0,0,0,9,74,91,91,74,0,199,199,199,199,
0,10,10,0,199,0,9,173,173,173,173,9,0,0,199,199,
0,10,11,10,0,9,9,9,173,173,9,9,9,9,0,199,
199,0,10,11,10,9,9,9,9,9,9,9,9,9,9,0,
199,199,0,10,173,10,9,9,9,9,9,9,173,9,9,0,
199,199,0,9,91,10,9,9,9,9,9,9,91,9,9,0,
199,199,0,9,9,9,10,9,9,9,9,9,9,9,0,199,
199,199,199,0,0,0,0,0,0,0,0,0,0,0,199,199,


