RedWizard: .word 16, 16
.byte 199,199,199,199,199,199,199,199,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,95,0,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,15,0,0,199,199,199,199,199,
199,199,199,199,199,199,0,15,95,15,0,199,199,199,199,199,
199,199,199,199,199,199,0,15,95,15,0,0,0,0,0,199,
199,0,199,199,199,199,0,6,6,6,15,15,95,15,0,199,
0,11,0,199,0,0,15,95,15,6,3,6,15,0,199,199,
0,239,0,0,12,6,3,3,3,3,3,3,0,199,199,199,
0,206,0,0,0,0,3,74,166,166,74,0,199,199,199,199,
0,10,10,0,199,0,12,183,183,183,183,12,0,0,199,199,
0,10,11,10,0,14,12,12,183,183,12,15,14,15,0,199,
199,0,10,11,10,15,15,12,12,12,15,15,14,14,14,0,
199,199,0,10,183,10,95,14,15,15,14,14,183,15,14,0,
199,199,0,12,166,10,15,95,95,95,15,14,166,15,12,0,
199,199,0,14,14,12,10,14,14,95,14,15,15,15,0,199,
199,199,199,0,0,0,0,0,0,0,0,0,0,0,199,199,


